CNS,Dat. Instalação,Denominação,Tipo,Atribuições,Status,Situação jurídica da serventia,Data decisão,UF,Cidade,E-mail contato,Dat. ingresso responsável,Responsável,Substituto
15.043-3,28/02/2000,REGISTRO DE IMOVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,08/09/2022,SC,ITAPEMA,gtfv0322@hotmail.com,2010-03-31,GUILHERME TORQUATO DE FIGUEIREDO VALENTE,DANIELLA CRISTINE SIMAS SCHEEFFER
15.050-1,01/01/1854,CARTÓRIO DO 2º OFICIO DE REGISTRO DE IMÓVEIS E PROTESTO,Oficializada,Notas / Protesto de Títulos / Registro de Imóveis,Ativo,PROVIDO,18/03/2016,PB,SAO JOAO DO CARIRI,cartoriomedeirosdebrito@hotmail.com,2024-07-29,NIEDJA MEDEIROS DE BRITO,DéBORA MARIA MEDEIROS DE BRITO
15.051-6,03/03/2010,"CARTÓRIO DO 1º OFICIO  REGISTRO GERAL DE IMÓVEIS DA 2ª ZONA, REGISTRO DE TITULOS E DOCUMENTOS E CIVÍS DAS PESSOAS JURÍDICAS DA COMARCA DE CACHOEIRO DE ITAPEMIRIM",Oficializada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,06/06/2016,ES,CACHOEIRO DE ITAPEMIRIM,cartorio@ri2tdpj.com.br,2010-03-03,RAFAELA SCHWANZ DALLA BERNARDINA,BRUNNER ELIAS FONSECA
15.054-0,27/07/1889,SERVENTIA EXTRAJUDICIAL DE TURIAÇU - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,02/08/2016,MA,TURIACU,cartorioturiassu@gmail.com,2015-05-22,MICHELLE BRANDÃO PANTOJA,MARLIANE DE FATIMA DOMINGUES
15.059-9,18/11/1982,TJPE - SERVENTIA REGISTRAL - AFOGADOS DA INGAZEIRA,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,09/05/2017,PE,AFOGADOS DA INGAZEIRA,cartorioumbertogomes@gmail.com,2024-07-09,CARLOS UMBERTO GOMES,JOSé LEANDRO CORDEIRO
15.061-5,17/04/1867,TJPE - SERVENTIA REGISTRAL - CABO DE SANTO AGOSTINHO,Privatizada,Notas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,19/09/2024,PE,CABO DE SANTO AGOSTINHO,cartorio@cartorio1oficiocabo.com.br,1981-06-03,ILDEFONSO TORRES DE Sá,ANA ROSA DE VASCONCELOS ALVES
15.063-1,18/11/1914,TJPE - SERVENTIA REGISTRAL - SÃO BENTO DO UNA,Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,06/07/2023,PE,SAO BENTO DO UNA,cartorioregistrodeimoveisdesbu@gmail.com,2024-07-15,FRANCISCO JANEIO DIÓGENES PEIXOTO,LUZIA SAMARA DA SILVA BELO
15.064-9,20/09/1928,TJPE - SERVENTIA REGISTRAL E NOTARIAL - BUÍQUE,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,07/12/2021,PE,BUIQUE,cartorio.buique@hotamil.com,2017-12-08,HUGO SARMENTO GADELHA,-
15.066-4,23/01/1873,TJPE - SERVENTIA REGISTRAL - GARANHUNS,Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,24/11/2021,PE,GARANHUNS,administrativo@rigaranhuns.com,2024-01-16,PAULA LUZ PARENTE,JULIANA DIAS DE OLIVEIRA
15.068-0,15/08/1890,TJPE - SERVENTIA REGISTRAL - IPOJUCA,Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,13/05/2025,PE,IPOJUCA,contato@riipojuca.com.br,2024-04-15,MÁRCIO GONZALEZ LEITE,-
15.070-6,11/06/1962,TJPE - SERVENTIA  REGISTRAL E NOTARIAL - JATAÚBA,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,23/09/2024,PE,JATAUBA,cartoriojatauba2019@outlook.com,2024-07-13,MARIA APARECIDA DE QUEIROZ,-
15.078-9,01/10/1949,TJPE - SERVENTIA REGISTRAL E NOTARIAL - ALAGOINHA,Oficializada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,09/05/2017,PE,ALAGOINHA,eraldopaescart.alagoinha@hotmail.com,1974-09-04,ERALDO PAES DA SILVA,ERNANNY CéSAR TENóRIO DE BRITTO PAES ISIDORO
15.079-7,13/08/1915,TJPE - SERVENTIA REGISTRAL E NOTARIAL - NAZARÉ DA MATA,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,30/01/2011,PE,NAZARE DA MATA,cartunazare@gmail.com,2024-07-27,EDILMA CORINA DE SANTANA,ITALA THAYSE GOMES DE ARAUJO
15.081-3,09/11/1922,TJPE - SERVENTIA REGISTRAL - PESQUEIRA,Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,18/05/2023,PE,PESQUEIRA,cartoriopesqueira@gmail.com,2024-01-15,ALFREDO MARIANO DE BRITO,-
15.082-1,21/12/2000,TJPE - SERVENTIA REGISTRAL E NOTARIAL - SIRINHAÉM,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,10/07/2014,PE,SIRINHAEM,cartoriodesirinhaem@yahoo.com.br,2012-10-19,EDUARDO JOSÉ LUCAS DE OLIVEIRA,-
15.085-4,10/10/1964,TJPE - SERVENTIA REGISTRAL E NOTARIAL- ITAÍBA,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,19/11/2021,PE,ITAÍBA,cartoriodeitaiba@gmail.com,2024-07-15,LUCIANA AMARAL DA SILVA,ALAIANE SILVA CINTRA
15.086-2,20/05/1967,TJPE - SERVENTIA REGISTRAL E NOTARIAL - ITAPISSUMA,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,09/04/2025,PE,ITAPISSUMA,cartorio@cartoriounicoitapissuma.com.br,2025-03-10,ANNA CAROLINA PESSOA DE AQUINO ANDRADE,-
15.087-0,21/03/1934,TJPE - SERVENTIA REGISTRAL E NOTARIAL - SERRITA,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,25/03/2025,PE,SERRITA,cedrocartorio@yahoo.com.br,2025-04-02,NATERCIA ALVES NEVES,-
15.088-8,15/03/1962,TJPE - SERVENTIA REGISTRAL E NOTARIAL - TERRA NOVA,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,22/11/2021,PE,TERRA NOVA,cartoriounicoterranova@gmail.com,2024-07-13,CLAUDIA FABIANA DE Sá MENEZES REIS,-
15.095-3,29/12/1929,TJPE - SERVENTIA REGISTRAL E NOTARIAL - SÃO JOAQUIM DO MONTE,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,17/11/2021,PE,SAO JOAQUIM DO MONTE,tabeliao.cartoriosjm@gmail.com,2024-07-15,FRANKLIN DA SILVA NOGUEIRA,MARIA LUCIANA PONTES DA SILVA
15.096-1,27/11/2009,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOA JURÍDICA E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA SEDE DA COMARCA DE GÁLIA/SP",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2021,SP,GALIA,registro.imoveisgalia@gmail.com,2024-07-15,DANIEL ALVES ARAGãO DE SEIXAS,ANA LETÍCIA SARDI
15.234-8,27/10/1908,TJPE - 1ª SERVENTIA REGISTRAL - PETROLINA,Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,17/11/2021,PE,PETROLINA,contato@1ripetrolina.com.br,2024-07-15,YNARA RAMALHO DANTAS MOTA,SUELI DE OLIVEIRA GOMES STELZENBERGER
15.235-5,17/05/1995,"Cartório do 1º Ofício Registro Geral de Imóveis, Tabelionato de Protesto de Títulos e Documentos, Registro de Títulos e Documentos e Civis das Pessoas Jurídicas da Comarca de Marechal Floriano",Privatizada,Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,25/05/2021,ES,MARECHAL FLORIANO,conato@cartoriomarechalfloriano.com.br,2024-07-18,LETICIA MELLO DA ROCHA,AMÉRICO MELLO DA ROCHA
15.238-9,11/05/1848,Cartório de 1º Ofício de São Cristovão,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis,Ativo,PROVIDO,02/05/2016,SE,SAO CRISTOVAO,rivandacarmelo@primeirooficiosc-se.com.br,1977-03-24,RIVANDA CARMELO,-
15.240-5,09/04/1929,TJPE - SERVENTIA REGISTRAL E NOTARIAL - VERTENTES,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,10/06/2014,PE,VERTENTES,cartoriovertentes@gmail.com,2024-08-01,JULIÃO GOMES DE FARIAS,AELSON SOARES BARBOSA
15.241-3,23/05/1962,TJPE - SERVENTIA REGISTRAL E NOTARIAL - LAGOA DO OURO,Oficializada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,19/09/2024,PE,LAGOA DO OURO,jefferson_ddox@hotmail.com,2024-07-04,MARIA DAS GRAÇAS MELO MONTEIRO,ADEMILTON QUEIROZ MONTEIRO
15.243-9,19/05/1944,SERVENTIA REGISTRAL E NOTARIAL - JUREMA,Oficializada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,05/04/2021,PE,JUREMA,cartoriounicodejurema@gmail.com,2024-07-23,ANTONIA OLIVEIRA DO NASCIMENTO CARVALHO MATIAS,-
15.245-4,06/07/1886,TJPE - SERVENTIA REGISTRAL E NOTARIAL - CATENDE,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,12/05/2025,PE,CATENDE,cartoriocatende@gmail.com,2025-04-25,RAFAEL GABURRO DADALTO,EDUARDO RODRIGO BEZERRA FERREIRA DA SILVA
15.249-6,09/01/2013,"Ofício do Registro de Imóveis, Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,01/04/2013,MG,CARMOPOLIS DE MINAS,sricarmopolis@gmail.com,2013-01-09,CARLOS HENRIQUE MELO RUIVO,-
15.252-0,27/02/1955,"Cartório de Registro de Imóveis, Títulos e Documentos e Civil das Pessoas Jurídicas.",Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,CONVERSÃO EM DILIGÊNCIA,01/11/2024,MG,ALPINÓPOLIS,ri@registroalpinopolis.com.br,2024-03-08,LILIAN MARIA GOMES DE OLIVEIRA,ISADORA CLEMENTE FRAZãO
15.254-6,13/07/1960,TJPE - SERVENTIA REGISTRAL E NOTARIAL - SEDE - BREJÃO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,22/11/2021,PE,BREJAO,cartoriounico.brejao@gmail.com,2024-08-07,THUANNY ARAÚJO BEZERRA VIEIRA DE BARROS,-
15.255-3,18/02/2014,"Ofício do Registro de Imóveis, Títulos e Documentos e Civil das Pessoas Jurídicas de Cruzília",Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,03/06/2014,MG,CRUZILIA,cartorio@sricruzilia.com.br,2024-07-16,JULIANO PACIELLO ALVES,ZDENIA FERREIRA TRISTãO
15.266-0,30/03/2012,"Registro de Imóveis, Títulos e Documentos e Civil das Pessoas Jurídicas de Dores do Indaiá",Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,02/05/2024,MG,DORES DO INDAIA,cartoriodeimoveis.dores@gmail.com,-,-,-
15.277-7,10/05/2011,"Ofício do Registro de Imóveis, Títulos e Documentos e Civil das Pessoas Jurídicas de São João do Paraíso",Oficializada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,09/11/2023,MG,SAO JOAO DO PARAISO,cri.saojoaodoparaiso@gmail.com,2024-07-06,GABRIEL MELO FERNANDES,POLLYANY RAQUEL DIAS FLORES
15.296-7,02/08/2010,"Cartório de Registro de Imóveis, Pessoas Jurídicas, Títulos e Documentos e Protestos",Privatizada,Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,05/05/2016,TO,TALISMA,contato@cartoriotalisma.com,2010-06-28,JANE JACOMOSSI GORGONE,CYNTIA EMILLIANE RODRIGUES DOS SANTOS
15.330-4,09/01/1990,ÚNICO SERVIÇO NOTARIAL E REGISTRAL,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,23/08/2017,TO,"PAU D'ARCO",cartorio1paudarco@gmail.com,2024-07-17,WILMAR PEREIRA DA SILVA,LAISE DE PAULA AQUINO OLIVEIRA
15.333-8,27/06/2024,Serventia Extrajudicial do Ofício Único de Parnaguá-PI,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,05/12/2024,PI,PARNAGUA,cartorioparnagua@gmail.com,2024-06-27,JUVENAL JOSE DUARTE NETO,-
15.339-5,05/07/2006,"SERVIÇO DE REGISTRO DE IMÓVEIS, DE TÍTULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURÍDICAS E DE TABELIONATO DE PROTESTO DE TÍTULOS",Privatizada,Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,02/02/2011,MS,NOVA ALVORADA DO SUL,cartorionovaalvoradadosul@gmail.com,2024-07-03,TAE SANG LEE,SOO KYUNG KANG
15.381-7,15/10/2010,CARTORIO AZEVEDO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,02/08/2016,AC,BRASILÉIA,cartoriobrasileia@yahoo.com.br,2010-10-15,RODRIGO DA SILVA AZEVEDO,-
15.382-5,23/03/1990,CARTÓRIO PALESTINA,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,CONVERSÃO EM DILIGÊNCIA,04/11/2025,GO,PALESTINA DE GOIAS,cartoriopalestina.go@gmail.com,2025-11-03,RODRIGO BLUM,VINICIUS BASTOS RODRIGUES
15.384-1,21/09/2010,Ofício Único da Comarca de Acrelândia,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,23/04/2025,AC,ACRELÂNDIA,ofunicodeacrelandia@gmail.com,2025-02-03,LHAIS NAVARRO HAMID,-
15.385-8,14/10/2010,Serventias Extrajudiciais da Comarca de Plácido de Castro,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,12/08/2025,AC,PLACIDO DE CASTRO,atendimento.certidao@hotmail.com,2025-08-01,LHAIS NAVARRO HAMID,CLEISSIANE FERREIRA DE MELO
15.386-6,25/10/2010,Serventia Extrajudicial da Comarca de Rodrigues Alves,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,12/08/2025,AC,RODRIGUES ALVES,rodriguesalvescartorio@gmail.com,2025-08-01,HENRIQUE DE OLIVEIRA RASSLAN,-
15.387-4,25/09/1904,Serventia Extrajudicial da Comarca de Sena Madureira,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,02/04/2025,AC,SENA MADUREIRA,cartoriosena@gmail.com,2025-02-03,LUIZ GUSTAVO DE OLIVEIRA SANTOS AOKI,EVANEY DE ARAUJO SILVA
15.388-2,07/07/2010,Serventia Extrajudicial da Comarca de Senador Guiomard,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,01/12/2011,AC,SENADOR GUIOMARD,cartoriomartins.ac@hotmail.com,2024-07-17,RICARDO DE VASCONCELOS MARTINS,ELZIRENE RODRIGUES DE LIMA LUZ
15.389-0,05/10/2010,Serventia Extrajudicial da Comarca de Tarauacá/AC,Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,22/04/2025,AC,TARAUACA,cartoriotk@gmail.com,2025-02-03,THIAGO MIRANDA SILVA ARAUJO,-
15.390-8,15/10/2010,Serventia Extrajudicial da Comarca de Epitaciolândia,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,01/12/2011,AC,EPITACIOLANDIA,cartorioepitaciolandia@gmail.com,2024-07-05,VALéRIA CRISTINA AQUINO DOS ANJOS,-
15.391-6,05/05/1897,Serventias Extrajudiciais da Comarca de XAPURI,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,01/04/2025,AC,XAPURI,cartorio-xapuri@hotmail.com,2025-02-03,ALEXANDRE DOS REIS JúNIOR,-
15.392-4,21/10/2010,Ofício Único da Comarca de Mâncio Lima/AC - Cartório Cavalcante,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,01/04/2025,AC,MANCIO LIMA,ffmmlac@hotmail.com,2025-02-03,KADIEL CAVALCANTE MARTINS,-
15.393-2,08/07/2010,Serventia Extrajudicial da Comarca de Porto Acre,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,10/04/2025,AC,PORTO ACRE,atendimento@cartorioportoacre.com,2025-02-11,NÚBIA WELANY FARIAS DO NASCIMENTO SOARES,-
15.399-9,21/06/1976,CARTÓRIO ANDRADE,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,01/04/2025,AC,ASSIS BRASIL,cartorioassisbrasilacre@gmail.com,2025-03-05,MARIA ANDREZA FRANCA ANDRADE,BRUNO COSTA DA SILVA
15.402-1,11/11/2011,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/10/2021,PR,MARMELEIRO,cartoriomarmeleiro@gmail.com,2017-02-09,BIANCA MAIA DE BRITTO,-
15.406-2,05/07/1984,CARTÓRIO DE REGISTRO DE IMÓVEIS E HIPOTECAS TITULOS  E DOCUMENTOS,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,29/03/2017,BA,PALMAS DE MONTE ALTO,registropma@yahoo.com,2024-07-14,LíLIAN REJANE SANTOS,ELIMÁCIA GOMES PEREIRA ARAÚJO
15.407-0,09/03/1988,Cartório Silveira Borges -  2º Ofício de Imóveis de Itaberaba-BA,Privatizada,Registro de Imóveis,Ativo,PROVIDO,24/08/2017,BA,ITABERABA,2ri.itaberaba@gmail.com,2024-07-16,TAÍS SILVEIRA BORGES ARAÚJO,JOAO MARCOS MACEDO DA SILVA LIMA
15.408-8,19/12/2011,"CARTÓRIO SILVA PEREIRA - REGISTRO DE IMÓVEIS, HIPOTECAS, TÍTULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURÍDICAS",Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,09/01/2025,BA,WANDERLEY,RiWanderley@hotmail.com,2024-12-06,THAMARA DA SILVA PEREIRA,THALLES HENRIQUE DA SILVA
15.414-6,03/11/2011,Único Serviço Notarial e Registral de Tupirama-TO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,21/03/2024,TO,TUPIRAMA,cart.tupirama@hotmail.com,2024-07-11,MAGALY MAIA BARROS CHAGAS,MARILDA  FERREIRA FRANCISCO
15.430-2,06/06/2011,"2º Ofício privativo do Registro de Imóveis, Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,15/04/2025,RJ,MESQUITA,cartorio2oficiomesquita@hotmail.com,2025-03-01,DOUGLAS OLIVEIRA FONTES,AGATHA CERQUEIRA DIAS
15.434-4,09/02/2012,Serviço de Registro de Imóveis da 2ª Circunscrição,Privatizada,Registro de Imóveis,Ativo,PROVIDO,17/01/2012,MS,CAMPO GRANDE,2ricampogrande@gmail.com,2012-02-08,JUAN PABLO CORREA GOSSWEILER,DEMERVAL APARECIDO PEREIRA POUSSAM
15.435-1,28/03/2012,"Serviço de Registro de Imóveis, de Títulos e Documentos e Civil das Pessoas Jurídicas e de Tabelionato de Protesto de Títulos",Privatizada,Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,17/01/2012,MS,DOIS IRMAOS DO BURITI,cartorio2irmaos@yahoo.com.br,2024-07-05,ANTONIA KATIUSCIA SOARES DO CARMO,THIAGO PEDRO DA SILVA
15.437-7,29/10/2010,Cartório Decarli: Serventias Extrajudiciais da Comarca de Bujari/AC-,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,05/05/2025,AC,BUJARI,cartoriobujari@gmail.com,2025-02-03,MARLENE RODRIGUES SILVEIRA DECARLI,-
15.439-3,04/06/2010,Serviços Extrajudiciais de Capixaba,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,02/04/2025,AC,CAPIXABA,cartoriocapixaba@gmail.com,2025-02-20,CAMILA DE SOUZA ZEFERINO,-
15.443-5,11/11/2011,CARTÓRIO DE IPUEIRAS,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,31/01/2025,TO,IPUEIRAS,cartoriodeipueiras@gmail.com,2025-01-30,BUENÃ PORTO SALGADO,-
15.445-0,03/08/2010,Cartório de Registro de Imóveis e Anexos Souza e Dantas,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,05/05/2016,TO,MONTE SANTO DO TOCANTINS,souzaedantas@yahoo.com.br,2024-07-09,JUSSARA JANEE E SOUZA DANTAS,-
15.447-6,25/10/2011,"REGISTRO DE IMÓVEIS, REGISTRO CIVIL DAS PESSOAS NATURAIS,  REGISTRO DE PESSOAS JURÍDICAS, TÍTULOS E DOCUMENTOS, TABELIONATO DE NOTAS E PROTESTO",Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,05/05/2016,TO,PALMEIRANTE,cart.palmeirante@gmail.com,2024-07-09,MARIANA HELIDA DE LIMA,EVANI POMPEU DE SOUZA LIMA
15.449-2,02/06/2012,Ofício Único de Mangaratiba,Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,03/05/2016,RJ,MANGARATIBA,cartbral@terra.com.br,2024-07-12,RUBEM CABRAL,RUBEM CABRAL FILHO
15.450-0,01/10/2010,Cartório do 1º Ofício de Nova Ubiratã,Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,16/03/2016,MT,NOVA UBIRATA,bruno.becker110@gmail.com,2024-07-19,BRUNO BECKER,CAROLINA GOMES DOS SANTOS
